id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
63754,,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-12-25,Christmas blasts kill 35 in Iraq""",Agence France Presse,2013-12-25,Christmas blasts kill 35 in Iraq,The interior ministry ,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,12/25/2013 00:00:00,12/25/2013 00:00:00,0,0,35,0,35,35,35,
63757,,2013,False,Clear,2,14805,13741,Jaysh al-Mukhtar - MEK,14805,14805,Jaysh al-Mukhtar - MEK,4357,4357,Jaysh al-Mukhtar,308,308,MEK,1,"""Agence France Presse,2013-12-27,Iran exiles say camp struck by rockets near Baghdad airport""",Agence France Presse,2013-12-27,Iran exiles say camp struck by rockets near Baghdad airport,National Council of Resistance of Iran ,2,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,12/27/2013 00:00:00,12/27/2013 00:00:00,0,0,0,3,3,3,3,
63758,,2013,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""BBC Monitoring South Asia,2013-02-14,More on northwest Pakistan police station attack"";""Press Trust of India,2013-02-14,6 militants, including suicide bombers, killed in Pakistan""",BBC Monitoring South Asia;Press Trust of India,2013-02-14;2013-02-14,"More on northwest Pakistan police station attack;6 militants, including suicide bombers, killed in Pakistan",Geo News,1,Miryan Town,,Khyber Pakhtunkwa Province,Bannu District,32.980865,70.915831,POINT (70.915831 32.980865),176902,Pakistan,770,Asia,1,1,02/14/2013 00:00:00,02/14/2013 00:00:00,0,6,0,0,6,6,6,
63762,,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-12-29,Militants hit security forces as Iraq unrest kills 11""",Agence France Presse,2013-12-29,Militants hit security forces as Iraq unrest kills 11,Security and medical officials ,1,Abū Ghurayb town,,Baghdād province,Abū Ghurayb district,33.307031,44.186945,POINT (44.186945 33.307031),177569,Iraq,645,Middle East,1,1,12/29/2013 00:00:00,12/29/2013 00:00:00,4,0,0,0,4,4,0,
63763,,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-12-29,Militants hit security forces as Iraq unrest kills 11""",Agence France Presse,2013-12-29,Militants hit security forces as Iraq unrest kills 11,AFP,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,12/29/2013 00:00:00,12/29/2013 00:00:00,4,0,0,0,4,4,4,
63766,,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-12-29,Three senior army officers among 16 killed in Iraq""",Agence France Presse,2013-12-29,Three senior army officers among 16 killed in Iraq,AFP,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,12/29/2013 00:00:00,12/29/2013 00:00:00,4,1,0,0,5,5,5,
63771,,2013,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-02-16,Programme summary of Pakistan's AVT Khyber News 1600 gmt 14 Feb 13""",BBC Monitoring South Asia,2013-02-16,Programme summary of Pakistan's AVT Khyber News 1600 gmt 14 Feb 13,Officials,3,Hangu District,,Khyber Pakhtunkwa Province,Hangu District,33.531085,71.059340,POINT (71.059340 33.531085),178343,Pakistan,770,Asia,1,1,02/14/2013 00:00:00,02/14/2013 00:00:00,12,1,0,0,13,13,13,
63779,,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-12-31,Bombs across Baghdad kill at least 15, clashes continue in Anbar - sources""",Reuters News,2013-12-31,"Bombs across Baghdad kill at least 15, clashes continue in Anbar - sources",Reuters,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,12/31/2013 00:00:00,12/31/2013 00:00:00,0,0,0,7,7,7,7,
63788,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-11-05,Soldier says alleged Al-Qa'idah affiliates attacking troops in Yemen's Abyan""",BBC Monitoring Middle East,2013-11-05,Soldier says alleged Al-Qa'idah affiliates attacking troops in Yemen's Abyan,Army,3,Al Maḩfid district,,Abyan governorate,Al Maḩfid district,14.018470,46.755958,POINT (46.755958 14.018470),150214,Yemen (North Yemen),678,Middle East,1,1,11/04/2013 00:00:00,11/04/2013 00:00:00,4,0,0,0,4,4,4,
63789,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-08,Yemen air strikes kill five 'Qaeda' militants: ministry""",Agence France Presse,2013-11-08,Yemen air strikes kill five 'Qaeda' militants: ministry,The interior ministry ,1,Al Maḩfid town,,Abyan governorate,Al Maḩfid district,14.058469,46.913285,POINT (46.913285 14.058469),150214,Yemen (North Yemen),678,Middle East,1,1,11/08/2013 00:00:00,11/08/2013 00:00:00,0,5,0,0,5,5,5,
63795,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-18,Eight police killed in south Yemen ambush: security""",Agence France Presse,2013-11-18,Eight police killed in south Yemen ambush: security,A security official ,1,Balḩāf town,,Shabwah governorate,Ruḑūm district,13.966667,48.183333,POINT (48.183333 13.966667),149497,Yemen (North Yemen),678,Middle East,1,1,11/18/2013 00:00:00,11/18/2013 00:00:00,8,0,0,0,8,8,8,
63796,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-11-19,Three suspected Qaeda militants killed in Yemen air strike - residents""",Reuters News,2013-11-19,Three suspected Qaeda militants killed in Yemen air strike - residents,Residents and a local official,3,Ghayl Bā Wazīr district,,Ḩaḑramawt governorate,Ghayl Bā Wazīr district,14.886296,49.024495,POINT (49.024495 14.886296),150939,Yemen (North Yemen),678,Middle East,1,1,11/19/2013 00:00:00,11/19/2013 00:00:00,0,3,0,0,3,3,3,
63797,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-20,Six dead as police clash with Qaeda suspects in Yemen""",Agence France Presse,2013-11-20,Six dead as police clash with Qaeda suspects in Yemen,Police,1,Ash Shiḩr town,,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,1,1,11/20/2013 00:00:00,11/20/2013 00:00:00,3,3,0,0,6,6,6,
63801,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-24,'Qaeda attack' kills 3 police in south Yemen""",Agence France Presse,2013-11-24,'Qaeda attack' kills 3 police in south Yemen,Yemeni security official,1,Say’ūn town,,Ḩaḑramawt governorate,Say’ūn district,15.943333,48.793333,POINT (48.793333 15.943333),152378,Yemen (North Yemen),678,Middle East,1,1,11/24/2013 00:00:00,11/24/2013 00:00:00,3,0,0,0,3,3,3,
63802,,2013,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""BBC Monitoring Africa,2013-02-26,Programme summary of Somalia's Radio Shabeelle news 0500 gmt 26 Feb 13"";""BBC Monitoring Africa,2013-02-27,Programme summary of Somalia's Radio Risala news 1530 gmt 26 Feb 13"";""All Africa,2013-02-27,Al-Shabaab Kills Two Officials in Gedo""",BBC Monitoring Africa;BBC Monitoring Africa;All Africa,2013-02-26;2013-02-27;2013-02-27,Programme summary of Somalia's Radio Shabeelle news 0500 gmt 26 Feb 13;Programme summary of Somalia's Radio Risala news 1530 gmt 26 Feb 13;Al-Shabaab Kills Two Officials in Gedo,"Radio Shabeelle, Mogadishu, in Somali 0500 gmt 26 Feb 13, Radio Risala, Mogadishu, in Somali 1530 gmt 26 Feb 13, regional army spokesman Colonel Warfa Sheikh Adan.",1,Busaar locality,,Gedo region,El Waq district,2.671910,41.322130,POINT (41.322130 2.671910),133643,Somalia,520,Africa,1,1,02/25/2013 00:00:00,02/25/2013 00:00:00,2,0,0,0,2,2,2,
63803,,2013,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2013-02-26,Al-Shabab, AU troops said clash in southwestern Somalia""",BBC Monitoring Africa,2013-02-26,"Al-Shabab, AU troops said clash in southwestern Somalia","Shabeelle Media Network website, Mogadishu, in Somali 26 Feb 13",4,Lower Shabelle region,,Lower Shabelle region,,1.833330,44.416670,POINT (44.416670 1.833330),132209,Somalia,520,Africa,1,1,02/26/2013 00:00:00,02/26/2013 00:00:00,0,0,0,4,4,4,4,
63807,,2013,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2013-02-15,Pakistan provincial leader survives assassination bid""",Agence France Presse,2013-02-15,Pakistan provincial leader survives assassination bid,Officials,1,Mardan Town,,Khyber Pakhtunkwa Province,Mardan District,34.200000,72.066667,POINT (72.066667 34.200000),179065,Pakistan,770,Asia,1,1,02/15/2013 00:00:00,02/15/2013 00:00:00,0,1,0,0,1,1,1,
63808,,2013,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2013-02-27,Somalia Al-Shabab militants launch overnight attack on south-central city""",BBC Monitoring Africa,2013-02-27,Somalia Al-Shabab militants launch overnight attack on south-central city,Raxanreeb website in Somali 27 Feb 13,1,Baidoa town,,Bay region,Baidoa district,3.116667,43.650000,POINT (43.650000 3.116667),134368,Somalia,520,Africa,1,1,02/26/2013 00:00:00,02/26/2013 00:00:00,0,0,0,4,4,4,4,
63809,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-26,Yemen air strike kills 12 'Qaeda' militants: ministry""",Agence France Presse,2013-11-26,Yemen air strike kills 12 'Qaeda' militants: ministry,The interior ministry ,3,Al Maḩfid district,,Abyan governorate,Al Maḩfid district,14.018470,46.755958,POINT (46.755958 14.018470),150214,Yemen (North Yemen),678,Middle East,1,2,11/24/2013 00:00:00,11/26/2013 00:00:00,0,12,0,0,12,12,12,
63811,,2013,True,Clear,3,388,540,LeJ - Civilians,388,1007,LeJ - Civilians,388,388,LeJ,9999,1,Civilians,6,"""Reuters News,2013-02-16,UPDATE 3-Bomb kills 64 in Pakistan's Quetta"";""Press Trust of India,2013-02-17,Quetta blast toll rises to 84"";""BBC Monitoring South Asia,2013-02-18,Pakistan minority seeks security as protests continue against sectarian attacks"";""Press Trust of India,2013-02-19,Pak SC summons officials over Quetta attacks"";""Press Trust of India,2013-02-21,Death toll in Quetta attack rises to 91"";""Agence France Presse,2013-02-26,Top Pakistan court demands strategy to protect Shiites""",Reuters News;Press Trust of India;BBC Monitoring South Asia;Press Trust of India;Press Trust of India;Agence France Presse,2013-02-16;2013-02-17;2013-02-18;2013-02-19;2013-02-21;2013-02-26,UPDATE 3-Bomb kills 64 in Pakistan's Quetta;Quetta blast toll rises to 84;Pakistan minority seeks security as protests continue against sectarian attacks;Pak SC summons officials over Quetta attacks;Death toll in Quetta attack rises to 91;Top Pakistan court demands strategy to protect Shiites,Police,1,Quetta Town,,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,02/16/2013 00:00:00,02/16/2013 00:00:00,0,0,92,0,92,92,92,
63813,,2013,True,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""BBC Monitoring Africa,2013-02-28,Somalia Islamists said behead two men in Lower Jubba Region""",BBC Monitoring Africa,2013-02-28,Somalia Islamists said behead two men in Lower Jubba Region,"Dhacdo.com website, Hargeysa, in Somali 27 Feb 13",4,Lower Juba region,,Lower Juba region,,0.000000,42.000000,POINT (42.000000 0.000000),130045,Somalia,520,Africa,1,1,02/27/2013 00:00:00,02/27/2013 00:00:00,0,0,2,0,2,2,2,
63814,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-11-26,Yemen's Hadramawt remains on alert despite end of clash between army, Al-Qa'idah""",BBC Monitoring Middle East,2013-11-26,"Yemen's Hadramawt remains on alert despite end of clash between army, Al-Qa'idah",The Ministry of Interior /AQAP,1,Ash Shiḩr town,,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,2,3,11/20/2013 00:00:00,11/26/2013 00:00:00,0,7,0,0,7,10,7,
63816,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-11-26,Recent Yemeni army operation targeted Al-Qa'idah personalities - Security source""",BBC Monitoring Middle East,2013-11-26,Recent Yemeni army operation targeted Al-Qa'idah personalities - Security source,An official security source,1,Ash Shiḩr town,,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,1,2,11/20/2013 00:00:00,11/25/2013 00:00:00,1,0,0,2,3,3,3,
63817,,2013,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""BBC Monitoring South Asia,2013-02-18,Eight militants killed in military operation in Pakistan's Orakzai area - report"";""BBC Monitoring South Asia,2013-02-19,Pakistan's North Waziristan blast injures four soldiers""",BBC Monitoring South Asia;BBC Monitoring South Asia,2013-02-18;2013-02-19,Eight militants killed in military operation in Pakistan's Orakzai area - report;Pakistan's North Waziristan blast injures four soldiers,Daily Times (Pakistani Newspaper),3,Orakzai Agency,,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,02/17/2013 00:00:00,02/17/2013 00:00:00,0,4,0,0,4,3,3,
63818,,2013,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,3,"""Agence France Presse,2013-02-18,Militants attack Pakistani office, five dead: officials"";""BBC Monitoring South Asia,2013-02-18,Five paramilitary force killed, nine injured in attack in Pakistan's Peshawar"";""BBC Monitoring South Asia,2013-02-18,Programme summary of Pakistan's AVT Khyber News 1200 gmt 18 Feb 13""",Agence France Presse;BBC Monitoring South Asia;BBC Monitoring South Asia,2013-02-18;2013-02-18;2013-02-18,"Militants attack Pakistani office, five dead: officials;Five paramilitary force killed, nine injured in attack in Pakistan's Peshawar;Programme summary of Pakistan's AVT Khyber News 1200 gmt 18 Feb 13",Officials,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,02/18/2013 00:00:00,02/18/2013 00:00:00,4,2,1,0,7,7,7,
63821,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-12-01,Gunmen kill Yemeni colonel and son in eastern Yemen -official""",Reuters News,2013-12-01,Gunmen kill Yemeni colonel and son in eastern Yemen -official,Government official,1,Al Qaţn town,,Ḩaḑramawt governorate,Al Qaţn district,15.840556,48.455556,POINT (48.455556 15.840556),152377,Yemen (North Yemen),678,Middle East,1,1,12/01/2013 00:00:00,12/01/2013 00:00:00,0,0,0,0,0,2,0,
63825,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-12-02,3 soldiers, 6 extremists killed in Yemen clashes""",Agence France Presse,2013-12-02,"3 soldiers, 6 extremists killed in Yemen clashes",The defence ministry,1,Say’ūn town,,Ḩaḑramawt governorate,Say’ūn district,15.943333,48.793333,POINT (48.793333 15.943333),152378,Yemen (North Yemen),678,Middle East,1,1,12/02/2013 00:00:00,12/02/2013 00:00:00,3,6,0,0,9,9,9,
63828,,2013,True,Clear,1,230,230,Yemen (North Yemen):Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,6,"""Agence France Presse,2013-12-05,25 killed as militants storm Yemen defence complex"";""Agence France Presse,2013-12-05,52 die as militants storm Yemen defence complex"";""Agence France Presse,2013-12-06,Al-Qaeda claims deadly attack on Yemen defence complex"";""Agence France Presse,2013-12-07,Yemen says defence complex attackers mostly Saudi"";""Agence France Presse,2013-12-22,Al-Qaeda apologises for deadly Yemen hospital attack"";""Agence France Presse,2013-12-12,Yemen TV airs horrific images of Qaeda-claimed assault""",Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse,2013-12-05;2013-12-05;2013-12-06;2013-12-07;2013-12-22;2013-12-12,25 killed as militants storm Yemen defence complex;52 die as militants storm Yemen defence complex;Al-Qaeda claims deadly attack on Yemen defence complex;Yemen says defence complex attackers mostly Saudi;Al-Qaeda apologises for deadly Yemen hospital attack;Yemen TV airs horrific images of Qaeda-claimed assault,Officials,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,12/05/2013 00:00:00,12/05/2013 00:00:00,2,12,12,42,68,68,68,
63829,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""Xinhua News Agency,2013-03-11,Xinhua Middle East news summary at 2200 GMT, March 11"";""Sudan Tribune,2013-03-11,SPLM-N rebels claim fresh attacks on Sudanese army in Blue Nile""",Xinhua News Agency;Sudan Tribune,2013-03-11;2013-03-11,"Xinhua Middle East news summary at 2200 GMT, March 11;SPLM-N rebels claim fresh attacks on Sudanese army in Blue Nile",The Sudanese army,4,Blue Nile state,,Blue Nile state,,11.150000,34.100000,POINT (34.100000 11.150000),145869,Sudan,625,Africa,1,2,03/09/2013 00:00:00,03/10/2013 00:00:00,0,0,0,0,0,40,0,
63830,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""Agence France Presse,2013-03-16,AU team on rare mission to Sudan's Darfur"";""Reuters News,2013-03-16,Rebels fight Sudanese government troops in south Darfur""",Agence France Presse;Reuters News,2013-03-16;2013-03-16,AU team on rare mission to Sudan's Darfur;Rebels fight Sudanese government troops in south Darfur,,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,03/15/2013 00:00:00,03/15/2013 00:00:00,3,0,0,0,3,200,0,
63833,,2013,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2013-03-27,South Accuses Sudan of Killing Three People in N. Bahr El Ghazal""",All Africa,2013-03-27,South Accuses Sudan of Killing Three People in N. Bahr El Ghazal,,4,North Bahr-al-Ghazal state,,North Bahr-al-Ghazal state,,8.850000,27.000000,POINT (27.000000 8.850000),142255,South Sudan,626,Africa,1,1,03/27/2013 00:00:00,03/27/2013 00:00:00,0,0,0,0,0,3,0,
63835,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-08,Dozens Killed in Fresh Clashes Between Sudan Army and Rebels in South Darfur""",All Africa,2013-04-08,Dozens Killed in Fresh Clashes Between Sudan Army and Rebels in South Darfur,,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,04/06/2013 00:00:00,04/06/2013 00:00:00,8,2,0,0,10,10,10,
63836,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Agence France Presse,2013-04-08,Darfur rebels say near key town""",Agence France Presse,2013-04-08,Darfur rebels say near key town,,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,04/11/2013 00:00:00,04/11/2013 00:00:00,0,2,0,0,2,2,2,
63838,,2013,False,Clear,1,11342,11342,India: Garoland,11971,11971,Government of India - GNLA,141,141,Government of India,1163,1163,GNLA,1,"""Press Trust of India,2013-02-21,ENCOUNTER""",Press Trust of India,2013-02-21,ENCOUNTER,police,2,Lakhipur town,,Assam State,Goalpara District,26.019389,90.294170,POINT (90.294170 26.019389),167581,India,750,Asia,1,1,02/20/2013 00:00:00,02/20/2013 00:00:00,0,1,0,0,1,1,1,
63840,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-04-09,Rebels Say 18 Sudan Officers Were Killed in Joint Offensive""",All Africa,2013-04-09,Rebels Say 18 Sudan Officers Were Killed in Joint Offensive,,5,East Jabel Marra area,,,,13.166667,24.366667,POINT (24.366667 13.166667),148729,Sudan,625,Africa,1,1,04/08/2013 00:00:00,04/08/2013 00:00:00,0,0,0,0,0,1,0,
63841,,2013,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,1,"""The Telegraph,2013-02-21,Police sniff gang rivalry in murders""",The Telegraph,2013-02-21,Police sniff gang rivalry in murders,"local residents, police",1,"Dasrathpur town, Dharhara sub-district",,Bihar State,Munger District,25.261200,86.476524,POINT (86.476524 25.261200),166133,India,750,Asia,1,1,02/20/2013 00:00:00,02/20/2013 00:00:00,0,0,3,0,3,3,0,
63842,,2013,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,1,"""The Telegraph,2013-02-21,Police sniff gang rivalry in murders""",The Telegraph,2013-02-21,Police sniff gang rivalry in murders,"victim, police",2,"Jhajha town, Jhajha sub-district",,Bihar State,Jamui District,24.774384,86.381576,POINT (86.381576 24.774384),165413,India,750,Asia,1,1,02/19/2013 00:00:00,02/19/2013 00:00:00,0,0,1,0,1,1,0,
63843,,2013,True,Clear,2,12400,11721,Misseriya - Salamat Baggara,12400,12400,Misseriya - Salamat Baggara,1025,1025,Misseriya,994,994,Salamat Baggara,2,"""Agence France Presse,2013-04-09,Up to 18 dead in Darfur tribal dispute: leaders"";""All Africa,2013-04-11,Central Darfur Fighters 'Close to Catching ICC's Ali Kushayb'""",Agence France Presse;All Africa,2013-04-09;2013-04-11,Up to 18 dead in Darfur tribal dispute: leaders;Central Darfur Fighters 'Close to Catching ICC's Ali Kushayb',,3,Umm Dukhun district,,Central Darfur state,Umm Dukhun district,11.093300,23.245000,POINT (23.245000 11.093300),145847,Sudan,625,Africa,2,4,04/03/2013 00:00:00,04/11/2013 00:00:00,0,18,0,145,163,163,18,
63844,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Reuters News,2013-04-09,Sudan's army says kills 15 rebels, retakes part of South Darfur""",Reuters News,2013-04-09,"Sudan's army says kills 15 rebels, retakes part of South Darfur",,4,South Darfur State,,South Darfur State,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,1,1,04/08/2013 00:00:00,04/08/2013 00:00:00,0,0,0,0,0,15,0,
63845,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Reuters News,2013-04-09,Sudan's army says kills 15 rebels, retakes part of South Darfur""",Reuters News,2013-04-09,"Sudan's army says kills 15 rebels, retakes part of South Darfur",,4,Northern Darfur state,,Northern Darfur state,,16.000000,25.500000,POINT (25.500000 16.000000),153052,Sudan,625,Africa,2,2,04/08/2013 00:00:00,04/09/2013 00:00:00,0,0,0,0,0,64,0,
63846,,2013,True,Clear,1,309,309,Sudan:Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Reuters News,2013-04-10,Sudanese army, rebels report new fighting in South Darfur""",Reuters News,2013-04-10,"Sudanese army, rebels report new fighting in South Darfur",,4,Southern Darfur state,,Southern Darfur state,,11.500000,24.666667,POINT (24.666667 11.500000),146570,Sudan,625,Africa,2,2,04/05/2013 00:00:00,04/09/2013 00:00:00,0,0,0,0,0,100,0,
