id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
81006,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"AP 13 Oct 2013 ""NATO says service member in Afghanistan killed by man wearing Afghan security forces uniform",,,,Police spokesman,4,Uruzgan province,,Uruzgan province,,32.833330,66.000000,POINT (66.000000 32.833330),176893,Afghanistan,700,Asia,1,2,10/12/2013 00:00:00,10/13/2013 00:00:00,10,8,3,0,21,21,21,
81008,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1116 gmt 14 Oct 13 (BBC 14 Oct 2013 ""Two children, a man killed for alleged spying in Afghan Konar Province"")",,,,Resident /Police,1,Tsangar Darreh village,,Kunar province,Wata Pur district,34.977500,71.123600,POINT (71.123600 34.977500),179783,Afghanistan,700,Asia,1,1,10/13/2013 00:00:00,10/13/2013 00:00:00,0,0,0,2,2,2,2,
81009,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0535 gmt 14 Oct 13 (BBC 14 Oct 2013 ""Four border policemen killed in mine blast in Afghan south"")",,,,Local official,1,Shadizi Kalay village,,Kandahar province,Spin Boldak district,31.071484,66.029554,POINT (66.029554 31.071484),174733,Afghanistan,700,Asia,1,1,10/13/2013 00:00:00,10/13/2013 00:00:00,4,0,0,0,4,4,4,
81010,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0700 gmt 14 Oct 13 (BBC 14 Oct 2013 ""Afghan Taleban claim killing many US soldiers in airbase attack"")",,,,Officials/Taleban,1,Bagram airbase,,Parwan province,Bagram district,34.940555,69.265277,POINT (69.265277 34.940555),179779,Afghanistan,700,Asia,1,1,10/13/2013 00:00:00,10/13/2013 00:00:00,0,1,0,0,1,1,1,
81011,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Baghlan province,,Baghlan province,,35.750000,69.000000,POINT (69.000000 35.750000),181219,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,6,0,0,6,6,6,
81012,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Wardak province,,Wardak province,,34.250000,68.000000,POINT (68.000000 34.250000),179057,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,6,0,0,6,6,6,
81013,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Logar province,,Logar province,,34.000000,69.250000,POINT (69.250000 34.000000),179059,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,2,0,0,2,2,2,
81014,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Kandahar province,,Kandahar province,,31.000000,65.750000,POINT (65.750000 31.000000),174732,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,6,0,0,6,6,6,
81015,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Ghazni province,,Ghazni province,,33.333330,67.750000,POINT (67.750000 33.333330),177616,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,6,0,0,6,6,6,
81016,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Nangarhar province,,Nangarhar province,,34.333330,70.416670,POINT (70.416670 34.333330),179061,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,5,0,0,5,5,5,
81017,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 14 Oct 2013 ""Afghan police kill 40 Taliban fighters",,,,Interior Ministry,4,Sari Pul province,,Sari Pul province,,35.833333,66.166667,POINT (66.166667 35.833333),181213,Afghanistan,700,Asia,2,2,10/13/2013 00:00:00,10/14/2013 00:00:00,0,5,0,0,5,5,5,
81022,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,http://icasualties.org/OEF/Fatalities.aspx,,,,iCasualties,1,Kakaran village,,Hilmand province,Nahri Sarraj district (Greshk),31.705417,64.527345,POINT (64.527345 31.705417),175450,Afghanistan,700,Asia,1,1,10/15/2013 00:00:00,10/15/2013 00:00:00,1,0,0,0,1,1,1,
81025,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0904 gmt 16 Oct 13 (BBC 16 Oct 2013 ""Police kill would-be suicide bomber in Afghan south"")",,,,Local official,2,Marabad locality,,Uruzgan province,Tirin Kot district,32.683043,66.030379,POINT (66.030379 32.683043),176893,Afghanistan,700,Asia,1,1,10/15/2013 00:00:00,10/15/2013 00:00:00,0,1,0,0,1,1,1,
81026,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 18 Oct 2013 ""1st LD Wrtiethru: 2 killed in suicide attack on foreign residential compound in Kabul"" /(2)AP 18 Oct 2013 ""Insurgents target small convoy near residential compound used by foreigners in Afghan capital"" /(3)Afghan Channel One (1TV), Kabul, in Dari 0430 gmt 19 Oct 13 (BBC 19 OCt 2013 ""Two civilians killed, four injured in suicide attack in Afghan capital - TV"")",,,,Police spokesman,1,Pol-e Charkhi prison,,Kabul province,Bagrami district,34.519722,69.347777,POINT (69.347777 34.519722),179779,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,0,1,2,0,3,3,3,
81027,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0945 gmt 17 Oct 13 (BBC 17 Oct 2013 ""Roadside mine kills three policemen in Afghan north"")",,,,Police/Taleban,3,Baghlani Jadid district,,Baghlan province,Baghlani Jadid district,36.324882,68.623400,POINT (68.623400 36.324882),181938,Afghanistan,700,Asia,1,1,10/17/2013 00:00:00,10/17/2013 00:00:00,3,0,0,0,3,3,3,
81029,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0725 gmt 18 Oct 13 (BBC 18 Oct 2013 ""Escort group commander of logistical convoy killed in western Afghan province"")",,,,Interior Ministry,3,Shindand district,,Hirat province,Shindand district,33.244188,62.359647,POINT (62.359647 33.244188),177605,Afghanistan,700,Asia,1,2,10/17/2013 00:00:00,10/18/2013 00:00:00,0,0,0,0,0,1,0,
81030,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1422 gmt 18 Oct 13 (BBC 19 Oct 2013 ""Commander among three policemen killed in blast kills in Afghan west"") /(2)AP 18 Oct 2013 ""Insurgents target small convoy near residential compound used by foreigners in Afghan capital",,,,Local official,1,Kanesk village,,Farah province,Bala Buluk district,32.503494,62.310207,POINT (62.310207 32.503494),176885,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,3,0,0,0,3,4,3,
81032,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1413 gmt 18 Oct 13 (BBC 19 Oct 2013 ""Unknown armed men kill three in Afghan north"")",,,,director of the public health department,1,Sar Bulaq village,,Faryab province,Maymana district,35.948193,64.737793,POINT (64.737793 35.948193),181210,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,1,0,2,0,3,3,3,
81033,,2013,True,Clear,1,333,333,Afghanistan:Government,726,726,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,130,130,Government of Afghanistan,299,299,Hizb-i Islami-yi Afghanistan,-1,"AP 18 Oct 2013 ""Insurgents target small convoy near residential compound used by foreigners in Afghan capital"" /(2)Afghan Channel One (1TV), Kabul, in Dari 0430 gmt 19 Oct 13 (BBC 19 Oct 2013 ""Two civilians killed, four injured in suicide attack in Afghan capital - TV"")",,,,HIG spokesman /Police,1,Bagram airbase,,Parwan province,Bagram district,34.940555,69.265277,POINT (69.265277 34.940555),179779,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,0,1,0,0,1,1,1,
81034,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0620 gmt 19 Oct 13 (BBC 19 Oct 2013 ""Drone attacks kill five Taleban in Afghan east"")",,,,Police spokesman,3,Chapa Dara district,,Kunar province,Chapa Dara district,34.960329,70.703067,POINT (70.703067 34.960329),179782,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,0,3,0,0,3,3,3,
81035,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0620 gmt 19 Oct 13 (BBC 19 Oct 2013 ""Drone attacks kill five Taleban in Afghan east"")",,,,Police spokesman,1,Gulsalik village,,Kunar province,Chapa Dara district,34.986200,70.732800,POINT (70.732800 34.986200),179782,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,0,2,0,0,2,2,2,
81036,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, in Pashto, Peshawar, 0755 gmt, 19 Oct 13 (BBC 19 Oct 2013 ""Five mine planters dead in an explosion northeast of Afghan capital"")",,,,Police spokesman,3,Nijrab district,,Kapisa province,Nijrab district,35.042243,69.633367,POINT (69.633367 35.042243),180500,Afghanistan,700,Asia,1,1,10/18/2013 00:00:00,10/18/2013 00:00:00,0,5,0,0,5,5,5,
81037,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1150 gmt 19 Oct 13 (BBC 19 Oct 2013 ""Blast wounds nine civilians in Afghan south"")",,,,Local official,3,Naw Zad district,,Hilmand province,Naw Zad district,32.468709,64.476060,POINT (64.476060 32.468709),176169,Afghanistan,700,Asia,1,2,10/14/2013 00:00:00,10/18/2013 00:00:00,0,0,2,0,2,2,2,
81038,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1150 gmt 19 Oct 13 (BBC 19 Oct 2013 ""Blast wounds nine civilians in Afghan south"")",,,,Local official,4,Hilmand province,,Hilmand province,,31.000000,64.000000,POINT (64.000000 31.000000),174729,Afghanistan,700,Asia,2,2,10/14/2013 00:00:00,10/18/2013 00:00:00,0,21,0,0,21,21,21,
81040,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Tolo TV, Kabul, in Dari 0530 gmt 19 Oct 13 (BBC 19 Oct 2013 ""Taleban commander among 11 fighters killed in Afghan south"")",,,,Local official,3,Ghorak district,,Kandahar province,Ghorak district,32.043898,65.195661,POINT (65.195661 32.043898),176171,Afghanistan,700,Asia,1,2,10/17/2013 00:00:00,10/19/2013 00:00:00,0,11,0,0,11,11,11,
81043,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0727 gmt 20 Oct 13 (BBC 20 Oct 2013 ""Armed men behead two people in Afghan north - website"")",,,,Resident /Police,1,Mughul village,,Jawzjan province,Qush Tepa district,36.090200,65.408400,POINT (65.408400 36.090200),181931,Afghanistan,700,Asia,1,1,10/20/2013 00:00:00,10/20/2013 00:00:00,1,0,1,0,2,2,2,
81044,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website in Pashto 20 Oct 13 (BBC 20 Oct 2013 ""Taleban say six soldiers killed in attack in Afghan south"")",,,,Taleban,3,Shorabak district,,Kandahar province,Shorabak district,30.179475,66.051232,POINT (66.051232 30.179475),173293,Afghanistan,700,Asia,1,1,10/20/2013 00:00:00,10/20/2013 00:00:00,0,2,0,0,2,2,2,
81045,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 20 Oct 2013 ""Afghan forces kill 6 Taliban fighters",,,,Local official,3,Shaygal wa shiltan district,,Kunar province,Shaygal wa shiltan district,35.035300,71.225240,POINT (71.225240 35.035300),180503,Afghanistan,700,Asia,1,1,10/20/2013 00:00:00,10/20/2013 00:00:00,0,6,0,0,6,6,6,
81046,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1345 gmt 20 Oct 13 (BBC 20 Oct 2013 ""Taleban claim killing ten foreign soldiers in Afghan Helmand"")",,,,Taleban,2,Camp Bastion (Shorab),,Hilmand province,Washer district,31.854166,64.199166,POINT (64.199166 31.854166),175449,Afghanistan,700,Asia,1,1,10/20/2013 00:00:00,10/20/2013 00:00:00,0,1,0,0,1,1,1,
81047,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 20 Oct 2013 ""Afghan forces kill 22 militants, detain 16",,,,Interior Ministry,4,Uruzgan province,,Uruzgan province,,32.833330,66.000000,POINT (66.000000 32.833330),176893,Afghanistan,700,Asia,2,2,10/19/2013 00:00:00,10/20/2013 00:00:00,0,4,0,0,4,4,4,
81048,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 20 Oct 2013 ""Afghan forces kill 22 militants, detain 16",,,,Interior Ministry,4,Kandahar province,,Kandahar province,,31.000000,65.750000,POINT (65.750000 31.000000),174732,Afghanistan,700,Asia,2,2,10/19/2013 00:00:00,10/20/2013 00:00:00,0,2,0,0,2,2,2,
81049,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 20 Oct 2013 ""Afghan forces kill 22 militants, detain 16",,,,Interior Ministry,4,Ghazni province,,Ghazni province,,33.333330,67.750000,POINT (67.750000 33.333330),177616,Afghanistan,700,Asia,2,2,10/19/2013 00:00:00,10/20/2013 00:00:00,0,4,0,0,4,4,4,
81050,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 20 Oct 2013 ""Afghan forces kill 22 militants, detain 16",,,,Interior Ministry,4,Hirat province,,Hirat province,,34.500000,62.000000,POINT (62.000000 34.500000),179765,Afghanistan,700,Asia,2,2,10/19/2013 00:00:00,10/20/2013 00:00:00,0,4,0,0,4,4,4,
81053,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1427 gmt 20 Oct 13 (BBC 21 Oct 2013 ""Official reports killing 16 Taleban in Afghan east"")",,,,Officials/Taleban,1,Sangani village,,Nangarhar province,Khogyani district,34.164000,70.145400,POINT (70.145400 34.164000),179061,Afghanistan,700,Asia,1,2,10/19/2013 00:00:00,10/20/2013 00:00:00,0,12,0,0,12,12,1,
81054,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1427 gmt 20 Oct 13 (BBC 21 Oct 2013 ""Official reports killing 16 Taleban in Afghan east"")",,,,Officials/Taleban,3,Khogyani district,,Nangarhar province,Khogyani district,34.227055,70.146752,POINT (70.146752 34.227055),179061,Afghanistan,700,Asia,1,2,10/19/2013 00:00:00,10/20/2013 00:00:00,2,0,0,0,2,18,2,
81055,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"AP 22 Oct 2013 ""At least 2,150 US military deaths in Afghanistan since 2001",,,,US Department of Defense,4,Hilmand province,,Hilmand province,,31.000000,64.000000,POINT (64.000000 31.000000),174729,Afghanistan,700,Asia,1,1,10/20/2013 00:00:00,10/20/2013 00:00:00,1,0,0,0,1,1,1,
81057,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 21 Oct 2013 ""Clash leaves 4 Taliban dead in eastern Afghan province",,,,Local official,3,Dara-i-Pech district (Manogai),,Kunar province,Dara-i-Pech district (Manogai),34.954550,70.914272,POINT (70.914272 34.954550),179782,Afghanistan,700,Asia,1,1,10/21/2013 00:00:00,10/21/2013 00:00:00,0,4,0,0,4,4,4,
81059,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0933 gmt 21 Oct 13 (BBC 21 Oct 2013 ""Two policemen killed, four injured in Afghan north blast"")",,,,Police spokesman,1,Dahan Karo village,,Baghlan province,Dushi district,35.594500,68.801100,POINT (68.801100 35.594500),181218,Afghanistan,700,Asia,1,1,10/21/2013 00:00:00,10/21/2013 00:00:00,2,0,0,0,2,2,2,
81060,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1042 gmt 21 Oct 13 (BBC 21 Oct 2013 ""Mine blast in Afghan west kills two army soldiers "")",,,,Local official,2,Daristan mountain,,Farah province,Bala Buluk district,32.594463,62.727749,POINT (62.727749 32.594463),176886,Afghanistan,700,Asia,1,2,10/19/2013 00:00:00,10/21/2013 00:00:00,2,0,0,0,2,2,2,
81061,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1042 gmt 21 Oct 13 (BBC 21 Oct 2013 ""Mine blast in Afghan west kills two army soldiers "")",,,,Officials/Taleban,3,Khaki Safed district,,Farah province,Khaki Safed district,32.755167,62.073124,POINT (62.073124 32.755167),176885,Afghanistan,700,Asia,1,1,10/21/2013 00:00:00,10/21/2013 00:00:00,1,0,0,0,1,1,1,
81062,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1130 gmt 21 Oct 13 (BBC 21 Oct 2013 ""Air strike kills prominent Taleban commander in Afghan east"")",,,,Local official,2,Qala-i Gal village,,Kunar province,Dara-i-Pech district (Manogai),35.056500,70.948800,POINT (70.948800 35.056500),180502,Afghanistan,700,Asia,1,1,10/21/2013 00:00:00,10/21/2013 00:00:00,0,4,0,0,4,4,4,
81063,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website in Pashto 21 Oct 13 (BBC 22 Oct 2013 ""Taleban say two soldiers, one mojahed killed in clash in Afghan north"")",,,,Taleban,1,Ghar Tapa Haji Mohammad Yar village,,Faryab province,Pashtun Kot district,36.129770,64.647890,POINT (64.647890 36.129770),181930,Afghanistan,700,Asia,1,1,10/21/2013 00:00:00,10/21/2013 00:00:00,0,1,0,0,1,1,1,
81067,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0702 gmt 22 Oct 13 (BBC 22 Oct 2013 ""Two policemen escape after killing three peers in Afghan south"")",,,,Officials/Taleban,1,Nalgham village,,Kandahar province,Zhari district,31.497490,65.324791,POINT (65.324791 31.497490),174731,Afghanistan,700,Asia,1,2,10/21/2013 00:00:00,10/22/2013 00:00:00,0,0,0,0,0,3,0,
81068,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Tolo TV, Kabul, in Dari 0530 gmt 23 Oct 13 (BBC 23 Oct 2013 ""Two civilians killed in missile attack in Afghan east"")",,,,Local official,3,Hisarak district,,Nangarhar province,Hisarak district,34.281645,69.770149,POINT (69.770149 34.281645),179060,Afghanistan,700,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,0,0,2,0,2,2,2,
81070,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0725 gmt 23 Oct 13 (BBC 23 Oct 2013 ""Six insurgents reportedly killed, 10 detained in operation in Afghan east"")",,,,Officials/Taleban,1,Ambarkhana (Takeya) village,,Nangarhar province,Bati Kot district,34.305588,70.789360,POINT (70.789360 34.305588),179062,Afghanistan,700,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,0,6,0,0,6,6,6,
81073,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 23 Oct 2013 ""Taliban insurgents abduct and kill government employee",,,,Local official,4,Farah province,,Farah province,,32.500000,62.500000,POINT (62.500000 32.500000),176886,Afghanistan,700,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,0,2,0,0,2,2,2,
81074,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 23 Oct 2013 ""Afghan forces kill 48 Taliban fighters in 24 hours",,,,Interior Ministry,4,Nangarhar province,,Nangarhar province,,34.333330,70.416670,POINT (70.416670 34.333330),179061,Afghanistan,700,Asia,2,2,10/22/2013 00:00:00,10/23/2013 00:00:00,0,4,0,0,4,4,4,
81075,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 1122 gmt 23 Oct 13 (BBC 23 Oct 2013 ""Taleban kill three Afghan soldiers in incidents in south, east"")",,,,Officials/Taleban,1,Spina Gara village,,Kandahar province,Arghistan district,31.692457,66.733185,POINT (66.733185 31.692457),175454,Afghanistan,700,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,2,0,0,0,2,2,2,
81076,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Voice of Jihad website in Pashto 23 Oct 13 (BBC 24 Oct 2013 ""Taleban say three NATO soldiers killed in raid in Afghan west"")",,,,Taleban,3,Adraskan district,,Hirat province,Adraskan district,33.703791,62.001952,POINT (62.001952 33.703791),178325,Afghanistan,700,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,0,1,0,0,1,1,1,
81077,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Afghan Islamic Press news agency, Peshawar, in Pashto 0720 gmt 24 Oct 13 (BBC 24 Oct 2013 ""Two policemen killed, four others injured in Taleban attack in Afghan north"")",,,,Police/Taleban,3,Shinwari district,,Parwan province,Shinwari district,35.119356,68.970961,POINT (68.970961 35.119356),180498,Afghanistan,700,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,2,0,0,0,2,2,2,
81078,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 23 Oct 2013 ""Afghan forces kill 48 Taliban fighters in 24 hours",,,,Interior Ministry,4,Baghlan province,,Baghlan province,,35.750000,69.000000,POINT (69.000000 35.750000),181219,Afghanistan,700,Asia,2,2,10/22/2013 00:00:00,10/23/2013 00:00:00,0,10,0,0,10,10,10,
81079,,2013,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Xinhua 23 Oct 2013 ""Afghan forces kill 48 Taliban fighters in 24 hours",,,,Interior Ministry,4,Kandahar province,,Kandahar province,,31.000000,65.750000,POINT (65.750000 31.000000),174732,Afghanistan,700,Asia,2,2,10/22/2013 00:00:00,10/23/2013 00:00:00,0,10,0,0,10,10,10,
